OSC1997A
final_id_p_x
 3DHydro       1.1  (197,    79)+(197,    79)  eqsp  0.1000E+03         1
         1         490         0         0
         1         211    5.8839794384333444e-01    3.7082085928509506e-01    4.1078472233249030e+00    4.1686459246472491e+00    1.3957000000000000e-01    5.7661759000000004e+00    3.7392132500000002e+00    3.5756675755192312e+01    3.6480306482566149e+01
         2         211    5.6317631794654171e-03    1.0534957638021340e-01   -3.5361838058457534e-01    3.9453262727847688e-01    1.3957000000000000e-01    1.8999999999999999e+00    4.7000000000000002e+00   -2.0262817419501609e+01    2.1955911070508044e+01
         3         211    1.0271858976451196e+00    3.6616851541194806e-01    2.0491396116033442e+00    2.3254339772915298e+00    1.3957000000000000e-01    5.4939190599999996e+00    3.0843677800000000e+00    1.8229220202112710e+01    1.9999819247213566e+01
         4         211   -4.1827312864506833e-01    6.6369257932680403e-01   -5.6772965319299443e-02    7.9883865986264468e-01    1.3957000000000000e-01   -1.3101819400000001e+00    2.9025737199999999e+00   -1.9779835193685298e+00    8.8900184451604787e+00
         5         211   -7.5795752438462050e-01    2.2797508905303099e-01    2.8062567326945520e+00    2.9190801435886446e+00    1.3957000000000000e-01   -4.5000000000000000e+00   -2.9999999999999999e-01    1.8933065062008694e+01    2.0920931415650553e+01
         6         211    4.4145058058786169e-01    4.6130644359106865e-01   -9.0678600913061891e-01    1.1177758725500542e+00    1.3957000000000000e-01    6.2189295800000002e+00    9.0000000000000002e-01   -1.0573932555238574e+01    1.2323836646220776e+01
         7         211    3.6717512664900936e-01    3.1219807338994633e-02    2.1661435624848102e+00    2.2016925235360145e+00    1.3957000000000000e-01    2.8999999999999999e+00   -3.4587803899999998e+00    2.3109585178023327e+01    2.4936499893377487e+01
         8         211    4.8509732587107024e-01    4.3038684277372685e-01   -3.0150073558073105e+00    3.0871186226758747e+00    1.3957000000000000e-01    5.7493620500000002e+00    2.1000000000000001e+00   -2.3055349467225827e+01    2.3458432152552529e+01
         9         211   -6.4903226898085406e-02    3.7187877209947823e-01    6.8034389220345026e-01    7.9047697408497608e-01    1.3957000000000000e-01   -2.2999999999999998e+00    5.2952766499999999e+00    1.6798251076860744e+01    1.8750203711993453e+01
        10         211    2.6755664074666685e-01   -3.9795652932940573e-02   -5.0179456579471438e-01    5.8689677215086644e-01    1.3957000000000000e-01    5.3316955300000002e+00   -4.9443570399999999e+00   -7.4206955709535878e+00    1.1081499120460652e+01
        11         211    4.6762116598935949e-01   -1.0606929394858754e-01    1.1126920685456807e+00    1.2196243988640378e+00    1.3957000000000000e-01    6.2293905199999999e+00   -1.8999999999999999e+00    1.5890175884726149e+01    1.6995840363086860e+01
        12         211    9.2974040788658761e-03    1.1813470395016989e-01    4.6909674677506891e-01    5.0356111122181890e-01    1.3957000000000000e-01   -3.1000000000000001e+00    3.5000000000000000e+00    1.3571409155409638e+01    1.6245593104089384e+01
        13         211    3.9845727040746959e-02    8.6790368340008139e-02    2.8233942539027135e-01    3.2911333310838164e-01    1.3957000000000000e-01   -2.4876959500000000e+00   -2.0833776500000001e+00    2.5386790363743227e+01    2.6969091349406749e+01
        14         211   -4.2734999991737688e-02    4.3741738622933835e-01    1.5218064209698905e+00    1.5901367292799657e+00    1.3957000000000000e-01   -1.0000000000000001e-01   -3.9260148699999999e+00    1.8820847060121789e+01    2.1035989601169110e+01
        15         211    9.2007888768791221e-02    3.5372983815944864e-01    1.4146120509948994e+00    1.4677183959193250e+00    1.3957000000000000e-01    3.2999999999999998e+00    5.6905599000000002e+00    3.1952920549565995e+01    3.2828189588322978e+01
        16         211   -9.0795060046093790e-01   -7.8538268195996142e-01   -5.5450198171923459e-01    1.3297189487371226e+00    1.3957000000000000e-01   -9.0000000000000002e-01   -2.9999999999999999e-01    1.7455857448862824e-01    8.6117393189080857e+00
        17         211   -5.4927516917393289e-02    6.6822285843043949e-02    3.3302895057747878e-01    3.7130892370469204e-01    1.3957000000000000e-01   -2.1143065100000000e+00    1.0818425500000000e+00    7.6550801348792785e-01    8.7031315558662108e+00
        18         211   -1.0093894552572085e+00   -5.0238349655970593e-01    6.0492485328137215e+00    6.1550096544724422e+00    1.3957000000000000e-01   -2.8233390100000002e+00   -6.0123223299999999e+00    7.2431511609103353e+01    7.2929185127465090e+01
        19         211   -5.6860654761033602e-01   -1.5171962303754485e-01   -1.0789907151302713e+00    1.2369450263602397e+00    1.3957000000000000e-01   -1.1000000000000001e+00   -2.9999999999999999e-01   -1.8321723274399847e+01    2.0250912524283567e+01
        20         211   -2.6946393803640245e-01    1.8436766554337528e-01   -3.3022622344544428e-01    4.8490348890376167e-01    1.3957000000000000e-01   -3.1000000000000001e+00    3.7000000000000002e+00   -1.0287400912668771e+01    1.3613227662842425e+01
        21         211    1.2110565503908130e-01    8.0645336613811971e-02    7.6011477374432521e-02    2.1547106439762129e-01    1.3957000000000000e-01   -1.3000000000000000e+00   -2.9999999999999999e-01    4.7369375951496870e+00    9.8574285282340490e+00
        22         211   -2.7875388405701651e-01    7.8144239219070877e-02   -8.3971558950217362e-01    8.9911751520754113e-01    1.3957000000000000e-01   -4.9933036099999999e+00   -6.8055040000000000e-01   -4.7750345603856479e+00    6.5887308846072443e+00
